Station Name,Street Address,City,ZIP,Station Phone,Access Days Time,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,Date Last Confirmed,ID,Updated At,EV Connector Types,Facility Type,EV Pricing
Petro-Canada EV Fast Charger,450 N Service Rd,Moose Jaw,S6H 4P9,306-694-5001  800-668-0220,24 hours daily,,2,PETROCAN,50.42693,-105.547806,2021-06-07,146568,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,CONVENIENCE_STORE,DC Fast: $0.33 per minute
Petro-Canada EV Fast Charger / Petro-Canada Recharge Rapide VÉ,315 rue Ouellette,Grand Falls,E3Z 1A6,506-473-5575  800-668-0220,24 hours daily,1,2,PETROCAN,47.0377347,-67.7703592,2021-06-07,146569,2022-04-26 16:04:15 UTC,CHADEMO J1772 J1772COMBO,TRUCK_STOP,L2: Free; DC Fast: $0.33 per minute
Petro-Canada Recharge Rapide VÉ / Petro-Canada EV Fast Charger,855 Chemin Saint-Féréol,Les Cèdres,J7T 1E9,450-452-9987  800-668-0222,24 hours daily,,2,PETROCAN,45.3434409,-74.0878713,2021-06-07,146571,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,L2: Free; DC Fast: $0.20 per minute
Petro-Canada EV Fast Charger,1063 Dawson Rd,Thunder Bay,P7B 1K7,807-767-5131,24 hours daily,,2,PETROCAN,48.4517155,-89.2548784,2021-06-07,146572,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
P2P - Pincher Creek,750 Kettle St,Pincher Creek,T0K 1W0,888-356-8911,24 hours daily,1,1,FLO,49.484694,-113.947633,2022-07-12,146619,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
Petro-Canada EV Fast Charger,731 Centre St,Espanola,P5E 1S3,705-869-0643  800-668-0220,24 hours daily,1,2,PETROCAN,46.24782798,-81.76009196,2021-12-13,147005,2022-06-03 20:40:05 UTC,CHADEMO J1772 J1772COMBO,GAS_STATION,L2: Free; DC Fast: $0.33 per minute
Petro-Canada EV Fast Charger,1810 Regent St,Sudbury,P3E 3Z8,705-522-0710  800-668-0220,24 hours daily,,2,PETROCAN,46.453639,-81.00455,2021-06-07,147006,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
P2P - Nanton,2114 19th Street,Nanton,T0L 1R0,888-356-8911,24 hours daily,1,1,FLO,50.349071,-113.773778,2022-07-12,147132,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
BRCC - Montcerf-Lytton,2 route 117,Montcerf-Lytton,J0W 1N0,855-999-8378,24 hours daily,,4,Circuit électrique,46.730933,-76.075556,2022-07-12,147133,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
P2P - Longview,100 Morrison Rd,Longview,T0L 1H0,888-356-8911,24 hours daily,1,1,FLO,50.534824,-114.23139,2022-07-12,147368,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
BC Hydro - Blue River,885 Highway 5,Blue River,V0E 1J0,866-338-3369,24 hours daily,,1,BCHYDRO,52.10973814,-119.3102965,2021-12-13,147373,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,CONVENIENCE_STORE,Free
Ivy - Valemount Centennial Park,1300 5th Ave,Valemouth,V0E 2Z0,866-338-3369,24 hours daily,,1,BCHYDRO,52.832296,-119.267297,2022-04-13,147374,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,PARK,Free
BC Hydro - Village of McBride,100 Robson Centre,McBride,V0J 2E0,866-338-3369,24 hours daily,,1,BCHYDRO,53.30565,-120.168121,2022-04-13,147375,2022-04-26 16:04:15 UTC,CHADEMO J1772COMBO,SHOPPING_CENTER,$0.21 per minute
BRCC - Valleyfield - Desjardins,120 Alexandre,Sallaberry-de-Valleyfield,J6S 3K4,855-999-8378,24 hours daily,,2,Circuit électrique,45.2647,-74.1349,2022-07-12,147386,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
P2P - Claresholm,5100 1 St West,Claresholm,T0L 0T0,888-356-8911,24 hours daily,1,1,FLO,50.026847,-113.582112,2022-07-12,147483,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
P2P - Vulcan,115 Centre St E,Vulcan,T0L 2B0,888-356-8911,24 hours daily,1,1,FLO,50.405923,-113.257722,2022-07-12,147484,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
BRCC - Saint-Rémi-Desjardins,810 Rue Notre Dame,Saint-Rémi,J0L 2L0,855-999-8378,24 hours daily,,2,Circuit électrique,45.26055894,-73.61842149,2022-07-12,147485,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Marieville-Crevier,"175, Rue Claude-De Ramezay",Marieville,J3M 1G3,855-999-8378,24 hours daily,,2,Circuit électrique,45.4373582,-73.164621,2022-07-12,147486,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Shell Super Soir Ste-Sophie,"1040, Boulevard Sainte Sophie",Sainte-Sophie,J5J 2V2,855-999-8378,24 hours daily,,2,Circuit électrique,45.8320448,-73.8821113,2022-07-12,147488,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Brossard - Dix30,9550 Boulevard Leduc,Brossard,J4Y 0B3,855-999-8378,24 hours daily,,2,Circuit électrique,45.443137,-73.436175,2022-07-12,147517,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
FortisBC - Beaverdell - Red Rock Garage,5842 Hwy 33,Beaverdell,V0H 1A0,888-356-8911,24 hours daily,,2,FLO,49.435228,-119.087705,2022-07-12,147650,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
FortisBC - Kelowna Museum,1424 Ellis St,Kelowna,V1Y 2A5,888-356-8911,24 hours daily,,2,FLO,49.887855,-119.493698,2022-07-12,147651,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
FortisBC - Rutland Centennial Park,250 Rutland Rd,Kelowna,V1X 1X7,888-356-8911,24 hours daily,,2,FLO,49.890587,-119.387627,2022-07-12,147652,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
"Whitehorse, NorthLight Innovation",2180 2nd Ave,Whitehorse,Y1A 5N6,888-356-8911,24 hours daily,,1,FLO,60.725472,-135.057056,2022-07-12,149219,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
"Enfield, NS - Tesla Supercharger",6757 Highway 2,Enfield,B2T 1C8,877-798-3752,24 hours daily; for Tesla use only,,8,Tesla,44.926717,-63.536376,2021-10-11,149307,2021-11-04 18:37:47 UTC,TESLA,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW
CF Fairview Mall - Tesla Supercharger,1800 Sheppard Avenue East,North York,M2J 5AJ,877-798-3752,24 hours daily; for Tesla use only,,20,Tesla,43.775977,-79.344475,2021-10-11,149338,2021-11-04 18:37:47 UTC,TESLA,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW
CF Pacific Centre - Tesla Supercharger,701 W Georgia Street,Vancouver,V7Y 1G5,877-798-3752,24 hours daily; for Tesla use only,,22,Tesla,49.282005,-123.120232,2021-10-11,149362,2021-11-04 18:37:47 UTC,TESLA,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW
Carcross/Tagish Learning Centre,"Lot 1009, (km 106)",Carcross,Y0B 1B0,888-356-8911,24 hours daily,,1,FLO,60.171361,-134.703889,2022-07-12,149390,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
BRCC - Ancienne-Lorette - Normandin,5146 boulevard Wilfrid-Hamel,Québec,G2E 2G9,855-999-8378,24 hours daily,,2,Circuit électrique,46.803316,-71.332133,2022-07-12,149391,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Valcourt - Desjardins,1120 Avenue des Cascades,Valcourt,J0E 2L0,855-999-8378,24 hours daily,,2,Circuit électrique,45.493155,-72.3137,2022-07-12,149425,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Kazabazua,"454, route 105",Kazabazua,J0X 1X0,855-999-8378,24 hours daily,,2,Circuit électrique,45.9557,-76.0236,2022-07-12,149427,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Saint-Alexis-des-Monts - Desjardins,"41, rue Richard",Saint-Alexis-des-Monts,J0K 1V0,855-999-8378,24 hours daily,,2,Circuit électrique,46.462096,-73.141311,2022-07-12,149429,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Halte - Seigneurie,"483, Route de la Seigneurie",Saint-Roch-des-Aulnaies,G0R 4E0,855-999-8378,24 hours daily,,2,Circuit électrique,47.317656,-70.13896,2022-07-12,149430,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Caisse Desjardins de l'Envolée - Mirabel,"13845, Boulevard Curé-Labelle",Mirabel,J7J 1K9,855-999-8378,24 hours daily,,2,Circuit électrique,45.7054902,-73.9291542,2022-07-12,149455,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Kirkland - Rôtisseries St-Hubert,2939 boul. St-Charles,Kirkland,H9S 3B5,855-999-8378,24 hours daily,,4,Circuit électrique,45.447444,-73.853361,2022-07-12,149529,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Caisse Desjardins des Trois-Rivières,"5625, Boulevard Jean-XXIII",Trois-Rivières,G8Y 6L9,855-999-8378,24 hours daily,,4,Circuit électrique,46.3335104,-72.5913364,2022-07-12,149532,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Lasalle - Rôtisserie St-Hubert,7979 Newman,Lasalle,H8N 2N9,855-999-8378,24 hours daily,,2,Circuit électrique,45.43581,-73.626984,2022-07-12,149612,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - St-Jean-de-Matha - Coop Vie et Cie,931 Route Louis-Cyr,St-Jean-de-Matha,J0K 2S0,855-999-8378,24 hours daily,,2,Circuit électrique,46.225214,-73.5271493,2022-07-12,149613,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Grenville-Crevier1,13 Rue Maple,Grenville,J0V 1J0,855-999-8378,24 hours daily,,2,Circuit électrique,45.622,-74.5937,2022-07-12,149643,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Beauharnois - Desjardins,"555, rue Ellice",Beauharnois,J6N 2S9,855-999-8378,24 hours daily,,2,Circuit électrique,45.314333,-73.877167,2022-07-12,149649,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Rouyn-Noranda - Desjardins,75 av Québec,Rouyn-Noranda,J9X 7A2,855-999-8378,24 hours daily,,2,Circuit électrique,48.241255,-79.027251,2022-07-12,149677,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
5401 boul. des Galeries,5401 boul. des Galeries,Québec,G2K 1N4,855-999-8378,24 hours daily,1,1,Circuit électrique,46.830809,-71.29942,2022-07-12,149796,2022-07-12 02:18:44 UTC,CHADEMO J1772 J1772COMBO,,
SENECA-NH CPE250-1,55 Skymark Dr,Toronto,M2H 3N4,888-758-4389,24 hours daily,,1,ChargePoint Network,43.79586,-79.351494,2022-07-12,149884,2022-07-12 01:20:10 UTC,CHADEMO J1772COMBO,,
FortisBC - Osoyoos - Petro-Can,6201 45th St,Osoyoos,V0H 1V6,888-356-8911,24 hours daily,,2,FLO,49.028914,-119.436226,2022-07-12,149899,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
P2P - Waterton,106 Waterton Ave,Waterton,T0K 2M0,888-356-8911,24 hours daily,1,1,FLO,49.052421,-113.907019,2022-07-12,149900,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
FortisBC - Oliver Gulf,111 Enterprise Way,Oliver,V0H 1T0,888-356-8911,24 hours daily,,2,FLO,49.236107,-119.530602,2022-07-12,149901,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
BRCC - Granby - COOP Fédérée,134 rue Robitaille,Granby,J2H 0R9,855-999-8378,24 hours daily,,2,Circuit électrique,45.3866,-72.7024,2022-07-12,149902,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
P2P - Medicine Hat Mall,3292 Dunmore Rd SE,Medicine Hat,T1B 2R4,888-356-8911,24 hours daily,1,1,FLO,50.003725,-110.645615,2022-07-12,149948,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
BRCC - Ste-Catherine-de-la-Jacques-Cartier - Normandin,4756 route de Fossambault,Ste-Catherine-de-la-Jacques-Cartier,G3N 1T8,855-999-8378,24 hours daily,,2,Circuit électrique,46.8466547,-71.6179956,2022-07-12,150363,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
BRCC - Port-Cartier - Av. Parent,21 Avenue Parent,Port Cartier,G5B 2G4,855-999-8378,24 hours daily,,3,Circuit électrique,50.020777,-66.875471,2022-07-12,150364,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
Petro-Canada EV Fast Charger,311 Main St Highway 17,Ignace,P0T 1T0,807-934-2953  800-668-0220,24 hours daily,,2,PETROCAN,49.4168041,-91.6595387,2021-06-07,150366,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
SENECA-NH CPE250-2,Au Large Blvd,Toronto,M2H 3N4,888-758-4389,24 hours daily,,1,ChargePoint Network,43.795856,-79.35148,2022-07-12,150381,2022-07-12 01:20:29 UTC,CHADEMO J1772COMBO,,
FortisBC - Nelson Community Complex,309 Hall St,Nelson,V1L 1Y8,888-356-8911,24 hours daily,,2,FLO,49.494563,-117.292201,2022-07-12,150390,2022-07-12 02:02:24 UTC,CHADEMO J1772COMBO,,
BRCC - Temiscaming - Desjardins,467 Chemin Kipawa,Témiscaming,J0Z 3R0,855-999-8378,24 hours daily,,2,Circuit électrique,46.721022,-79.095468,2022-07-12,150393,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
P2P - Calgary SW West Hills,180 Stewart Green SW,Calgary,T3H 3C8,888-356-8911,24 hours daily,1,1,FLO,51.015625,-114.166888,2022-07-12,150480,2022-07-12 02:02:24 UTC,CHADEMO J1772 J1772COMBO,,
BRCC - Ville-Marie - Desjardins,51 rue Sainte-Anne,Ville-Marie,J9V 2B6,855-999-8378,24 hours daily,,2,Circuit électrique,47.331746,-79.438156,2022-07-12,150483,2022-07-12 02:18:44 UTC,CHADEMO J1772COMBO,,
Petro-Canada EV Fast Charger,1 Horseshoe Lake Rd,Parry Sound,P2A 2W8,800-668-0220  705-378-4134,24 hours daily,,2,PETROCAN,45.3065471,-79.8959302,2021-06-07,150484,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
Petro-Canada EV Fast Charger,2020 Coleman Crescent,Regina,S4V 3B9,800-668-0220  306-721-3335,24 hours daily,,2,PETROCAN,50.4464511,-104.5410562,2021-06-07,150486,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
Hotel Sepia - Tesla Destination,3135 Chemin Saint-Louise,Qu√©bec City,G1W 1R9,418-653-4941  877-798-3752,24 hours daily; for customer use only,1,,Tesla Destination,46.756691,-71.293795,2020-11-03,150493,2021-06-07 17:08:43 UTC,TESLA,,Free
Hotel Le Crystal - Tesla Destination,1100 Rue de la Montagne,Montr√©al,H3G 0A1,514-861-5550  877-798-3752,24 hours daily; see valet for access,9,,Tesla Destination,45.496544,-73.572896,2020-11-03,150496,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
McMaster Innovation Park - Tesla Destination,175 Longwood Rd S,"Suite 105, Hamilton",L8P 0A1,905-667-5500  877-798-3752,24 hours daily,2,,Tesla Destination,43.256886,-79.900901,2020-11-03,150500,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Hotel Le Dauphin Montreal - Tesla Destination,1025 Rue De Bleury,Montr√©al,H2Z 1M7,514-788-3888  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,45.504246,-73.562256,2020-11-03,150503,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Petro-Canada,55097 Provincial Rd 207,Dugald,R0E 0K0,800-668-0220  204-222-1926,24 hours daily,,2,PETROCAN,49.8205741,-96.9341739,2021-06-07,150506,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
Hotel Must - Tesla Destination,1345 Route de l'Aéroport,L'Ancienne-Lorette,G2E 2J1,800-567-5276  877-798-3752,24 hours daily; for customer use only; see front desk for access,1,,Tesla Destination,46.789932,-71.355428,2020-11-03,150507,2021-06-07 17:08:43 UTC,TESLA,,Free
Le Musi-Cafe - Tesla Destination,5601 Rue Papineau,Lac-Mégantic,G6B 1Y8,819-583-4433  877-798-3752,24 hours daily; for customer use only,1,,Tesla Destination,45.57528,-70.879811,2020-11-03,150509,2021-06-07 17:08:43 UTC,TESLA,,Free
H√¥tel Le Montagnais - Tesla Destination,1080 Boulevard Talbot,Chicoutimi,G7H 4B6,800-463-9160  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,48.41079,-71.053965,2020-11-03,150510,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
La Municipalit√© de Cap-Saint-Ignace - Tesla Destination,180 Place de l'√âglise,Cap-Saint-Ignace,G0R 1H0,418-246-5631  877-798-3752,24 hours daily,2,,Tesla Destination,47.03776,-70.456492,2020-11-03,150513,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Station Roulez Electrique - Tesla Destination,519 Rue des Volontaires,Trois-Rivières,G9A 2E7,855-519-3032  877-798-3752,24 hours daily,1,,Tesla Destination,46.343181,-72.545318,2020-11-03,150514,2021-06-07 17:08:43 UTC,TESLA,,Free
Restaurant A La Vieille Cheminee - Tesla Destination,6715 Boulevard Metropolitain E,Montr√©al,H1P 1X8,514-328-7136  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,45.595995,-73.577173,2020-11-03,150515,2021-06-07 17:08:43 UTC,TESLA,,Free
Hotel Le Bonne Entente - Tesla Destination,3400 Chemin Ste-Foy,Qu√©bec,G1X 1S6,418-653-5221  877-798-3752,24 hours daily,5,,Tesla Destination,46.768128,-71.323442,2020-11-03,150516,2021-06-07 17:08:43 UTC,TESLA,,Free
Half Hitch Brewing Company - Tesla Destination,"10 Griffin Industrial Point, Unit #1",Cochrane,T4C 0A2,403-605-0420  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,51.183526,-114.454406,2020-11-03,150518,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Le Massif De Charlevoix - Tesla Destination,455 Route 138,Petite-Rivi√®re-Saint-Fran√ßois,G0A 2L0,877-536-2774  877-798-3752,24 hours daily,3,,Tesla Destination,46.628678,-71.976586,2020-11-03,150519,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Courtyard by Marriott Burlington - Tesla Destination,1110 Burloak Dr,Burlington,L7L 6P8,289-337-2700  877-798-3752,24 hours daily; for customer use only; see front desk for access,4,,Tesla Destination,43.397868,-79.760354,2020-11-03,150545,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
SoHo Metropolitan - Tesla Destination,350 Wellington St W,Toronto,M5V 3W9,416-425-7275  877-798-3752,24 hours daily; pay lot,4,,Tesla Destination,43.644635,-79.392935,2020-11-03,150548,2021-06-07 17:08:43 UTC,TESLA,,Free
MaRS Discovery District - Tesla Destination,661 University Ave,Toronto,M5G 1L7,416-598-8685  877-798-3752,24 hours daily; pay lot,26,,Tesla Destination,43.659458,-79.38955,2020-11-03,150549,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Scotia Plaza - Tesla Destination,21 Adelaide St W,Toronto,M5H 1L6,416-363-3386  877-798-3752,24 hours daily; pay lot,12,,Tesla Destination,43.64996,-79.379805,2020-11-03,150588,2021-06-07 17:08:43 UTC,TESLA,,Free
UHN - Toronto Western Hospital - Leonard Ave Garage - Tesla Destination,79  Leonard Ave,Toronto,M5T 2R1,416-595-7136  877-798-3752,24 hours daily; pay lot,12,,Tesla Destination,43.654446,-79.404674,2020-11-03,150625,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
UHN - Toronto General Hospital - Elizabeth St Garage - Tesla Destination,201 Elizabeth St,Toronto,M5G 2C4,416-595-7136  877-798-3752,24 hours daily; pay lot,24,,Tesla Destination,43.659347,-79.386484,2020-11-03,150626,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
CPA McDougall Parkade - Lot 28 - Tesla Destination,322 9 Ave SE,Calgary,T2G 5A6,403-537-7000  877-798-3752,24 hours daily; pay lot,21,,Tesla Destination,51.044703,-114.05681,2020-11-03,150627,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
CPA City Hall Parkade - Lot 36 - Tesla Destination,322 9 Ave SE,Calgary,T2G 5A6,403-537-7000  877-798-3752,24 hours daily; pay lot,9,,Tesla Destination,51.044703,-114.05681,2020-11-03,150628,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
CPA Convention Centre Parkade - Lot 60 - Tesla Destination,727 1 St SE,Calgary,T2G 0K7,403-537-7000  877-798-3752,24 hours daily; pay lot,12,,Tesla Destination,51.045885,-114.060739,2020-11-03,150629,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
The Exchange - Tesla Destination,475 Howe St,Vancouver,V6C 2B3,604-631-3986  877-798-3752,24 hours daily; pay lot,20,,Tesla Destination,49.285559,-123.115719,2020-11-03,150646,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Centennial College SETAS/AMAT Solar Carport Lot 5 - Tesla Destination,941 Progress Ave,Toronto,M1G 3T8,416-289-5000  877-798-3752,24 hours daily,12,,Tesla Destination,43.785275,-79.22703,2020-11-03,150654,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Blackstone Mountain Lodge - Tesla Destination,170 Kananaskis Wy,Canmore,T1W 0A8,403-609-8098  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,51.084214,-115.339867,2020-11-03,150655,2021-06-07 17:08:43 UTC,TESLA,,Free
The Blue Heron Company Limited - Tesla Destination,20 Head St,Tobermory,N0H 2,519-596-2999  877-798-3752,24 hours daily,2,,Tesla Destination,45.254242,-81.662502,2020-11-03,150674,2021-06-07 17:08:43 UTC,TESLA,,Free
Royal Botanical Gardens - Rock Garden - Tesla Destination,1185 York Blvd,Hamilton,L0R 2H9,905-527-1158  877-798-3752,24 hours daily; for customer use only; see front desk for access,4,,Tesla Destination,43.288589,-79.891467,2020-11-03,150679,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Best Western Plus East Side - Tesla Destination,3331 8th St E,Saskatoon,S7H 4K1,306-986-2400  877-798-3752,24 hours daily; for customer use only; see front desk for access,1,,Tesla Destination,52.11491,-106.600179,2020-11-03,150698,2021-06-07 17:08:43 UTC,TESLA,,Free
Kumsheen Rafting Resort - Tesla Destination,1345 Hwy 1,Lytton,V0K 1Z0,250-455-2296  877-798-3752,24 hours daily,3,,Tesla Destination,50.811671,-121.317089,2020-11-03,150703,2021-06-07 17:08:43 UTC,TESLA,,Free
Haida Heritage Centre at Kay Llnagaay - Tesla Destination,#2 Second Beach Rd,Skidegate,V0T 1S1,250-559-7885  877-798-3752,24 hours daily,1,,Tesla Destination,53.248297,-131.997628,2020-11-03,150704,2021-06-07 17:08:43 UTC,TESLA,,Free
Hotel Universel Alma - Tesla Destination,1000 Boul des Cascades,Alma,G8B 3G4,418-668-5261  877-798-3752,24 hours daily; for customer use only,5,,Tesla Destination,48.550642,-71.654074,2020-11-03,150707,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Riding Mountain National Park of Canada - Tesla Destination,135 Wasagaming Dr,Wasagaming,R0J 2H0,204-848-7275  877-798-3752,24 hours daily,3,,Tesla Destination,50.663659,-99.960024,2020-11-03,150719,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Royal Botanical Gardens - RBG Centre - Tesla Destination,680 Plains Rd W,Burlington,L7T 4H4,905-527-1158  877-798-3752,24 hours daily; for customer use only; see front desk for access,6,,Tesla Destination,43.29016,-79.875625,2020-11-03,150721,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Petro-Canada EV Fast Charger,100 Highland Ave,Brandon,R7C 1A9,800-668-0220  204-725-1262,24 hours daily,,2,PETROCAN,49.8863231,-99.9403179,2021-06-07,150724,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
Tesla Sherway Gardens [Internal Test Site] - Tesla Destination,25 The West Mall,Etobicoke,M9C 1B8,437-317-7795  877-798-3752,24 hours daily; for customer use only,8,,Tesla Destination,43.609308,-79.559329,2020-11-03,150727,2021-06-07 17:08:43 UTC,TESLA,,Free
JML Electric Inc. - Tesla Destination,220 Wyecroft Rd,Oakville,L6K 3V1,416-571-7734  877-798-3752,24 hours daily,2,,Tesla Destination,43.447545,-79.694207,2020-11-03,150728,2021-06-07 17:08:43 UTC,TESLA,,Free
Canada Square - Oxford Properties Group - Tesla Destination,46 Berwick Ave,Toronto,M5P 1H1,416-545-0448  877-798-3752,24 hours daily; pay lot,5,,Tesla Destination,43.704082,-79.399279,2020-11-03,150747,2021-06-07 17:08:43 UTC,J1772 TESLA,,Free
Petro-Canada,1701 N Service Rd E,Swift Current,S9H 3X6,800-668-0220  306-773-6335,24 hours daily,,2,PETROCAN,50.3065474,-107.77727,2021-06-07,150752,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
Petro-Canada EV Fast Charger,2900 Box Springs Blvd NW,Medicine Hat,T1C 0C8,800-668-0220  403-528-8976,24 hours daily,,2,PETROCAN,50.071713,-110.754258,2021-06-07,150753,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
Petro-Canada EV Fast Charger,1731 Mountain Ave,Canmore,T1W 2V2,800-668-0220  403-678-5644,24 hours daily,,2,PETROCAN,51.1036455,-115.363011,2021-06-07,150754,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
Petro-Canada EV Fast Charger,42148 Highway 1,Calgary,T3Z 2P2,800-668-0220  403-932-2998,24 hours daily,,2,PETROCAN,51.0874032,-114.4744614,2021-06-07,150755,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
Petro-Canada EV Fast Charger,100 - 261200 Crossiron Blvd,Rocky View,T4A 0J6,800-668-0220  403-730-5129,24 hours daily,,2,PETROCAN,51.209722,-113.9892579,2021-06-07,150757,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.33 per minute
Petro-Canada EV Fast Charger,3591 Voght St,Merritt,V1K 1C5,800-668-0220  250-378-5811,24 hours daily,,2,PETROCAN,50.1235155,-120.7653239,2021-06-07,150758,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.27 per minute
Petro-Canada EV Fast Charger,1100 North Terminal Ave,Nanaimo,V9S 5H8,800-668-0220  250-753-6292,24 hours daily,,2,PETROCAN,49.1825529,-123.9535097,2021-06-07,150759,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.27 per minute
Petro-Canada Recharge Rapide VÉ / Petro-Canada EV Fast Charger,704 rue de l'Église,St-Jean-Port-Joli,G0R 3G0,800-668-0220  418-598-6299,24 hours daily,,2,PETROCAN,47.1934649,-70.2401712,2021-06-07,150760,2022-06-03 20:40:05 UTC,CHADEMO J1772COMBO,GAS_STATION,$0.20 per minute
